S. No.,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bedrooms
4205,Super built-up  Area,18-May,Hosa Road,2 BHK,Pamesy ,1133,2.0,1.0,5200000,2.0
4206,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Gaodsch,1182,2.0,2.0,8250000,2.0
4207,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,10000000,3.0
4208,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3900,5.0,,36000000,4.0
4209,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srconor,1200,2.0,2.0,5800000,2.0
4210,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,4879000,2.0
4211,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215 - 2475,,,29300000,3.0
4212,Built-up  Area,Ready To Move,Jayanagar,2 BHK,,900,2.0,2.0,11000000,2.0
4213,Built-up  Area,Ready To Move,Amruthahalli,2 BHK,NCondia,1100,2.0,1.0,4500000,2.0
4214,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Mameser,635,1.0,1.0,2200000,2.0
4215,Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2062,3.0,,14000000,4.0
4216,Built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1874,4.0,1.0,13000000,3.0
4217,Plot  Area,18-Apr,Vidyaranyapura,4 Bedroom,,600,3.0,2.0,7800000,4.0
4218,Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,7500000,2.0
4219,Super built-up  Area,Ready To Move,Sarjapur,3 BHK,,2020,3.0,3.0,8500000,3.0
4220,Super built-up  Area,18-Jan,8th Phase JP Nagar,2 BHK,,1059,2.0,2.0,3450000,2.0
4221,Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1315,2.0,1.0,5910000,3.0
4222,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1760,3.0,2.0,11000000,3.0
4223,Built-up  Area,Ready To Move,Sampangi Rama Nagar,2 Bedroom,,1200,2.0,1.0,12500000,2.0
4224,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Koagati,1192,2.0,1.0,6200000,3.0
4225,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,12100000,3.0
4226,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1250,2.0,2.0,7200000,2.0
4227,Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1.0,0.0,3438500,1.0
4228,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1340,2.0,1.0,7700000,2.0
4229,Built-up  Area,Ready To Move,Cooke Town,3 BHK,,2388,4.0,3.0,23900000,3.0
4230,Super built-up  Area,18-Jun,Hosa Road,2 BHK,Sosisic,1369.1,2.0,1.0,10400000,2.0
4231,Super built-up  Area,Ready To Move,Jalahalli West,2 BHK,,1355,2.0,3.0,7500000,2.0
4232,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1150,2.0,2.0,6500000,2.0
4233,Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1938,3.0,3.0,11300000,3.0
4234,Super built-up  Area,19-Jun,Begur Road,4 BHK,,2462,4.0,3.0,12400000,4.0
4235,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636,3.0,2.0,8500000,3.0
4236,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1430,2.0,2.0,7500000,3.0
4237,Super built-up  Area,Ready To Move,BEML Layout 5th stage,3 BHK,,2000,3.0,2.0,8500000,3.0
4238,Carpet  Area,18-May,Electronic City Phase II,3 BHK,MJtroty,993,2.0,2.0,5000000,3.0
4239,Plot  Area,Ready To Move,Laggere,4 Bedroom,,1260,4.0,1.0,15000000,4.0
4240,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1700,3.0,3.0,8800000,3.0
4241,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1270,2.0,2.0,7800000,2.0
4242,Plot  Area,18-Apr,Anjanapura,3 Bedroom,,1500,3.0,1.0,12100000,3.0
4243,Built-up  Area,Ready To Move,Koramangala,3 BHK,,2300,3.0,3.0,29000000,3.0
4244,Plot  Area,18-Mar,Hunasamaranahalli,4 Bedroom,EmardBo,7500,4.0,2.0,90000000,4.0
4245,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1650,3.0,3.0,8645000,3.0
4246,Super built-up  Area,Ready To Move,Panathur,2 BHK,Suriaa ,1109,2.0,1.0,6300000,2.0
4247,Super built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,Metrais,1280,2.0,1.0,4975000,2.0
4248,Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,,2885,3.0,1.0,18500000,4.0
4249,Plot  Area,Ready To Move,Banashankari,9 Bedroom,,1200,9.0,1.0,14500000,9.0
4250,Plot  Area,Ready To Move,Devanahalli,3 Bedroom,Prowser,1600,3.0,2.0,18000000,3.0
4251,Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1462,3.0,3.0,7100000,3.0
4252,Super built-up  Area,19-Mar,Marathahalli,1 BHK,Unezes ,607,1.0,1.0,3500000,1.0
4253,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,,930,2.0,0.0,2500000,2.0
4254,Plot  Area,17-Nov,Varthur,4 Bedroom,,4500,5.0,2.0,30000000,4.0
4255,Plot  Area,Ready To Move,Sahakara Nagar,5 Bedroom,,1200,5.0,,16000000,5.0
4256,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,,2600,3.0,1.0,23700000,3.0
4257,Super built-up  Area,Ready To Move,JP Nagar,4 BHK,,3000,4.0,2.0,14000000,4.0
4258,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Coomee ,1418,3.0,2.0,5247000,3.0
4259,Built-up  Area,Ready To Move,Ramesh Nagar,2 Bedroom,,4200,1.0,2.0,16000000,2.0
4260,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,ValiaCa,1125,2.0,1.0,6500000,2.0
4261,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1825,3.0,2.0,12600000,3.0
4262,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1320,2.0,3.0,7950000,2.0
4263,Built-up  Area,Ready To Move,JP Nagar,4 Bedroom,,3000,4.0,2.0,14000000,4.0
4264,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,MamalPr,1490,2.0,2.0,30000000,3.0
4265,Plot  Area,Ready To Move,8th block Koramangala,4 Bedroom,,1650,3.0,1.0,30000000,4.0
4266,Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,750,2.0,1.0,5270000,2.0
4267,Super built-up  Area,19-Dec,Yelahanka,3 BHK,Masser ,1400,2.0,2.0,8054000,3.0
4268,Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,4104,4.0,3.0,36000000,4.0
4269,Built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,,5000,4.0,0.0,37500000,4.0
4270,Plot  Area,Ready To Move,Mahadevpura,5 Bedroom,,3295,4.0,2.0,26000000,5.0
4271,Plot  Area,Ready To Move,A Narayanapura,4 Bedroom,,1150,3.0,1.0,11000000,4.0
4272,Plot  Area,18-Jul,Whitefield,3 Bedroom,,1200,3.0,1.0,6196000,3.0
4273,Built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,Pathira,965,2.0,2.0,4800000,2.0
4274,Plot  Area,Ready To Move,Gottigere,1 Bedroom,,812,1.0,1.0,2600000,1.0
4275,Super built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,1100,2.0,2.0,4300000,2.0
4276,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,4100000,2.0
4277,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,4800000,2.0
4278,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,1.0,4400000,2.0
4279,Super built-up  Area,18-Apr,Silk Board,2 BHK,,1215,2.0,2.0,4985000,2.0
4280,Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,,1200,2.0,0.0,7500000,2.0
4281,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1015,2.0,2.0,5800000,2.0
4282,Plot  Area,18-May,Kaggalipura,3 Bedroom,AxvamTa,2400,3.0,1.0,16500000,3.0
4283,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3000,4.0,3.0,30600000,4.0
4284,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,,3300,4.0,3.0,16000000,3.0
4285,Super built-up  Area,Ready To Move,Puttanahalli,2 BHK,,1076,2.0,2.0,5200000,2.0
4286,Super built-up  Area,18-Dec,JP Nagar,2 BHK,Shestut,1300,2.0,1.0,10900000,2.0
4287,Built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1300,2.0,2.0,10200000,2.0
4288,Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,1.0,12300000,3.0
4289,Carpet  Area,18-Dec,Bhoganhalli,3 BHK,Rosha I,1053.4,3.0,1.0,8891000,3.0
4290,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,VSlistr,540 - 670,1.0,0.0,4174499,1.0
4291,Super built-up  Area,Ready To Move,Hormavu,2 BHK,NStusD ,1153,2.0,1.0,6500000,2.0
4292,Plot  Area,Ready To Move,Virat Nagar,2 Bedroom,,2080,2.0,1.0,15000000,2.0
4293,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1255,2.0,2.0,6900000,2.0
4294,Built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,,315Sq. Yards,5.0,,26000000,4.0
4295,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1583,3.0,3.0,10900000,3.0
4296,Super built-up  Area,Ready To Move,Kundalahalli Colony,2 BHK,Goourta,1505,2.0,2.0,9000000,2.0
4297,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1365,2.0,2.0,7508000,3.0
4298,Plot  Area,Ready To Move,Dwarka Nagar,3 Bedroom,,1200,3.0,3.0,9575000,3.0
4299,Super built-up  Area,Ready To Move,Amblipura,3 BHK,IDldsin,1810,4.0,3.0,14800000,3.0
4300,Built-up  Area,Ready To Move,Magadi Road,1 Bedroom,,440,1.0,0.0,3500000,1.0
4301,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,975,2.0,1.0,6300000,2.0
4302,Super built-up  Area,Ready To Move,Doddagubbi,2 BHK,,1250,2.0,3.0,3900000,2.0
4303,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1530,2.0,1.0,9700000,3.0
4304,Super built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,DSdorSp,1300,2.0,2.0,3900000,3.0
4305,Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1115,2.0,1.0,4000000,2.0
4306,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,8300000,2.0
4307,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,4700000,2.0
4308,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2.0,2.0,5960000,3.0
4309,Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,10000,4.0,0.0,45000000,4.0
4310,Super built-up  Area,19-Apr,Sarjapur  Road,3 BHK,Brareio,1592,3.0,1.0,9100000,3.0
4311,Super built-up  Area,18-Jun,Rajaji Nagar,2 BHK,Puwerun,1222,2.0,0.0,11200000,2.0
4312,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1267,2.0,2.0,4285000,2.0
4313,Super built-up  Area,Ready To Move,Balagere,1 BHK,Soresea,656,1.0,1.0,5300000,1.0
4314,Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,Adstah ,3400,4.0,3.0,53000000,4.0
4315,Built-up  Area,Ready To Move,Garudachar Palya,4 BHK,NatanNi,4500,5.0,,40000000,4.0
4316,Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,1.0,1.0,3600000,2.0
4317,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,10200000,3.0
4318,Built-up  Area,Ready To Move,Tata Nagar,3 BHK,Karchru,1500,3.0,2.0,7000000,3.0
4319,Plot  Area,Ready To Move,Sunkadakatte,4 Bedroom,,2000,5.0,0.0,8000000,4.0
4320,Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1152,2.0,1.0,6575000,2.0
4321,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,,550,1.0,0.0,2100000,1.0
4322,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ShaleSp,900,2.0,2.0,4200000,2.0
4323,Super built-up  Area,18-Mar,Rajarajeshwari nagar,3 BHK,,1410,2.0,2.0,4512000,3.0
4324,Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419,2.0,3.0,7300000,3.0
4325,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,1200,2.0,1.0,5500000,2.0
4326,Super built-up  Area,Ready To Move,AECS Layout,3 BHK,,1800,3.0,3.0,6500000,3.0
4327,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Drente ,990,2.0,1.0,4000000,2.0
4328,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1016,2.0,1.0,4500000,2.0
4329,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Saavenc,1100,2.0,0.0,3900000,2.0
4330,Built-up  Area,Ready To Move,Ramamurthy Nagar,4 BHK,,850,2.0,1.0,6500000,4.0
4331,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1095,2.0,1.0,3500000,2.0
4332,Super built-up  Area,Ready To Move,Rajarajeshwarinagar,3 BHK,,2000,3.0,2.0,8500000,3.0
4333,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1444,2.0,2.0,7000000,2.0
4334,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Nillsre,1415,2.0,3.0,6700000,2.0
4335,Plot  Area,Ready To Move,Jinkethimmanahalli,3 Bedroom,,1500,2.0,1.0,13000000,3.0
4336,Super built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1600,3.0,3.0,7200000,3.0
4337,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1105,2.0,1.0,4136000,2.0
4338,Super built-up  Area,18-Dec,Electronic City,3 BHK,S2oveat,1225,3.0,0.0,4503000,3.0
4339,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Prook M,2560,3.0,2.0,26500000,3.0
4340,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1080,2.0,1.0,3779999,2.0
4341,Plot  Area,Ready To Move,Dasarahalli,7 Bedroom,,2400,3.0,3.0,15000000,7.0
4342,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856,3.0,2.0,13500000,3.0
4343,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,5600000,3.0
4344,Plot  Area,Ready To Move,Vishwapriya Nagar,6 Bedroom,,2100,6.0,2.0,7100000,6.0
4345,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Itvas S,1150,2.0,2.0,7700000,2.0
4346,Plot  Area,Ready To Move,Abbigere,5 Bedroom,,1200,4.0,1.0,9800000,5.0
4347,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1650 - 2538,,,11319000,3.0
4348,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,MBncele,1485,2.0,2.0,6700000,3.0
4349,Super built-up  Area,Ready To Move,Vimanapura,3 BHK,Inion P,2500,3.0,3.0,7500000,3.0
4350,Plot  Area,18-Aug,Whitefield,2 Bedroom,,1200,2.0,1.0,4500000,2.0
4351,Super built-up  Area,18-May,Hennur Road,2 BHK,Koagati,1036,2.0,1.0,5946000,2.0
4352,Plot  Area,Ready To Move,Whitefield,4 Bedroom,VDe 1Du,3445,5.0,3.0,27000000,4.0
4353,Super built-up  Area,Ready To Move,Dodsworth Layout,2 BHK,Ciques ,1400,2.0,2.0,8000000,2.0
4354,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,,1110,2.0,2.0,3300000,2.0
4355,Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Saire S,1150,2.0,3.0,4800000,2.0
4356,Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,715,1.0,1.0,4500000,1.0
4357,Plot  Area,Ready To Move,Magadi Road,4 Bedroom,,1200,4.0,0.0,13000000,4.0
4358,Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,1200,3.0,1.0,26000000,5.0
4359,Super built-up  Area,Ready To Move,Jakkur,4 BHK,UNERA P,2283,4.0,2.0,13000000,4.0
4360,Plot  Area,Ready To Move,1st Stage Radha Krishna Layout,6 Bedroom,,1790,5.0,1.0,25000000,6.0
4361,Super built-up  Area,18-Apr,Hormavu,3 BHK,,1453,2.0,2.0,4358000,3.0
4362,Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Vaows M,1400,2.0,1.0,8500000,3.0
4363,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Naasyak,1400,3.0,0.0,6500000,3.0
4364,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Mithmn ,1700,3.0,1.0,14000000,3.0
4365,Super built-up  Area,18-Dec,Kanakpura Road,3 BHK,PrityFa,1591,3.0,1.0,12000000,3.0
4366,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Deens G,1515,2.0,1.0,7900000,3.0
4367,Built-up  Area,Ready To Move,Marathahalli,5 Bedroom,,2500,3.0,3.0,20000000,5.0
4368,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,975,2.0,1.0,2486000,2.0
4369,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1382,2.0,2.0,7618000,3.0
4370,Plot  Area,Ready To Move,Nagasandra,7 Bedroom,,1750,5.0,2.0,35000000,7.0
4371,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,SodilDa,1533,3.0,2.0,15000000,3.0
4372,Super built-up  Area,18-Feb,Cunningham Road,3 BHK,Lelia M,3815,3.0,1.0,76300000,3.0
4373,Super built-up  Area,Ready To Move,Amarjyothi Colony,2 BHK,,1100,2.0,2.0,3800000,2.0
4374,Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3730,6.0,2.0,45000000,4.0
4375,Super built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,,1500,2.0,1.0,12000000,3.0
4376,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1391,2.0,2.0,6450000,3.0
4377,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,4292000,2.0
4378,Built-up  Area,Ready To Move,Chandapura,1 BHK,,620,1.0,1.0,2700000,1.0
4379,Plot  Area,Ready To Move,MS Pallya,8 Bedroom,,2400,9.0,3.0,35000000,8.0
4380,Plot  Area,Ready To Move,Vidyaranyapura,8 Bedroom,,1200,7.0,3.0,13000000,8.0
4381,Built-up  Area,18-Jun,Whitefield,4 Bedroom,,4827,4.0,3.0,40000000,4.0
4382,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1482,3.0,3.0,6098000,3.0
4383,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SBoneuc,1405,2.0,2.0,8450000,2.0
4384,Built-up  Area,Ready To Move,Gunjur,2 BHK,Puide P,1190,2.0,2.0,4000000,2.0
4385,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,7800000,2.0
4386,Plot  Area,Ready To Move,Seegehalli,2 Bedroom,,1155,2.0,0.0,7200000,2.0
4387,Super built-up  Area,19-Mar,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,1.0,9304000,3.0
4388,Super built-up  Area,Ready To Move,Jalahalli West,2 BHK,Prntsax,745,2.0,0.0,5000000,2.0
4389,Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1000,2.0,2.0,3000000,2.0
4390,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,923,2.0,1.0,5000000,2.0
4391,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1000,2.0,2.0,3200000,2.0
4392,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Srhamra,1276,2.0,2.0,4500000,2.0
4393,Built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,3.0,2.0,7000000,3.0
4394,Super built-up  Area,19-Jul,Yemlur,2 BHK,,1355,2.0,1.0,9500000,2.0
4395,Super built-up  Area,Ready To Move,Avalahalli,1 BHK,ZeodsWo,833,1.0,1.0,4900000,1.0
4396,Built-up  Area,Ready To Move,Bapuji Layout,8 Bedroom,,1200,8.0,,27500000,8.0
4397,Plot  Area,Ready To Move,Cambridge Layout,5 Bedroom,,1750,5.0,1.0,45000000,5.0
4398,Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1200,2.0,1.0,4800000,2.0
4399,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,669,1.0,1.0,3685000,1.0
4400,Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,,2200,4.0,2.0,10500000,3.0
4401,Super built-up  Area,18-May,Koramangala,3 BHK,SRidsrc,1594,3.0,,12500000,3.0
4402,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,2.0,10500000,3.0
4403,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1020,2.0,1.0,4500000,2.0
4404,Plot  Area,Ready To Move,Doddanekundi,4 Bedroom,,3250,5.0,1.0,85000000,4.0
4405,Super built-up  Area,Ready To Move,Vasantapura main road,2 BHK,,1037,2.0,1.0,3628000,2.0
4406,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SearkHy,1345,2.0,2.0,5700000,3.0
4407,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,,1070,2.0,3.0,4300000,2.0
4408,Super built-up  Area,Ready To Move,Sector 6 HSR Layout,4 BHK,,3000,5.0,,27000000,4.0
4409,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1385,2.0,2.0,7618000,3.0
4410,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Niacesa,1207,2.0,2.0,7990000,2.0
4411,Super built-up  Area,Ready To Move,Varthur,2 BHK,Caiseur,1140,2.0,3.0,5550000,2.0
4412,Built-up  Area,Ready To Move,Basavanapura,2 BHK,Papusa ,1220,2.0,2.0,6800000,2.0
4413,Plot  Area,Ready To Move,CQAL Layout,4 Bedroom,,3811,3.0,2.0,47500000,4.0
4414,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5.0,0.0,25200000,4.0
4415,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Contsci,1965,3.0,3.0,12000000,3.0
4416,Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1760,2.0,0.0,11500000,3.0
4417,Super built-up  Area,18-Mar,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,7000000,2.0
4418,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1075,2.0,2.0,5243000,2.0
4419,Built-up  Area,Ready To Move,Panathur,2 BHK,,1000,2.0,1.0,6800000,2.0
4420,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891,3.0,1.0,10900000,3.0
4421,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1322,2.0,2.0,8600000,2.0
4422,Plot  Area,Ready To Move,Mathikere,3 Bedroom,,1095,3.0,0.0,21500000,3.0
4423,Built-up  Area,Ready To Move,Bellandur,4 Bedroom,Vaodssh,3600,4.0,0.0,26000000,4.0
4424,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Foncync,1045,2.0,1.0,3658000,2.0
4425,Super built-up  Area,Ready To Move,Venugopal Reddy Layout,3 BHK,Patust ,1545,3.0,3.0,8500000,3.0
4426,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1996,3.0,2.0,13500000,3.0
4427,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Gotaten,1125,2.0,2.0,7000000,2.0
4428,Super built-up  Area,18-Apr,Mysore Road,3 BHK,PrntaEn,1560,3.0,1.0,11500000,3.0
4429,Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,2000,2.0,2.0,8500000,3.0
4430,Built-up  Area,Ready To Move,Murugeshpalya,4 BHK,IBaveen,3100,4.0,2.0,31000000,4.0
4431,Built-up  Area,Ready To Move,Lake City,2 BHK,Prdenth,780,2.0,1.0,3500000,2.0
4432,Plot  Area,Ready To Move,Lakshmipura,2 Bedroom,,1350,2.0,1.0,11000000,2.0
4433,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4.0,2.0,18000000,3.0
4434,Super built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,DStra S,1350,2.0,2.0,4100000,2.0
4435,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,5600000,3.0
4436,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3.0,3.0,6450000,3.0
4437,Super built-up  Area,Ready To Move,Dasanapura,1 BHK,Tavenew,708,1.0,0.0,2832000,1.0
4438,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1680,3.0,1.0,16000000,3.0
4439,Super built-up  Area,Ready To Move,Hoodi,2 BHK,SMaxyay,1400,2.0,1.0,8200000,2.0
4440,Super built-up  Area,Ready To Move,Bellandur,2 BHK,GoncyRe,1310,2.0,2.0,7200000,2.0
4441,Built-up  Area,Ready To Move,BTM Layout,6 Bedroom,,3300,6.0,3.0,16500000,6.0
4442,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,1.0,5700000,2.0
4443,Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,V2avei ,1428,2.0,1.0,8000000,3.0
4444,Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,,750,4.0,2.0,6200000,4.0
4445,Super built-up  Area,Ready To Move,Whitefield,4 BHK,,3252,4.0,3.0,28000000,4.0
4446,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,4600000,2.0
4447,Plot  Area,Ready To Move,Old Town,8 Bedroom,,750,8.0,,20000000,8.0
4448,Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,,1080,2.0,2.0,3500000,2.0
4449,Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,1200,2.0,1.0,6800000,3.0
4450,Plot  Area,17-Dec,Whitefield,2 Bedroom,,1200,2.0,1.0,4500000,2.0
4451,Plot  Area,Ready To Move,Okalipura,5 Bedroom,,1200,4.0,3.0,12000000,5.0
4452,Built-up  Area,18-Dec,Bommasandra Industrial Area,3 BHK,,1320,2.0,1.0,3813000,3.0
4453,Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,11500000,3.0
4454,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NDpalSe,1146,2.0,3.0,5500000,2.0
